id	num	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	group
UGT1A7	7	0.67212	0.67133	0.999995	196	1	0.037081	P_minus
B3GNT3	13	0.12154	0.27837	0.999995	43	4	-0.023513	P_minus
SLC35E2	6	0.34723	0.4089	0.999995	105	1	-0.050142	P_minus
SULT1B1	10	0.037557	0.10416	0.999995	20	3	-0.098373	P_minus
ST6GAL1	12	0.17867	0.33826	0.999995	63	3	-0.15618	P_minus
UGT2B28	7	0.13622	0.2354	0.999995	46	2	-0.2558	P_minus
MGAT5	12	0.10466	0.2416	0.999995	38	3	-0.27945	P_minus
EXTL3	11	0.054613	0.14555	0.999995	23	4	-0.30953	P_minus
B4GALT4	11	0.1731	0.32692	0.999995	60	3	-0.34344	P_minus
ST6GALNAC4	11	0.43851	0.57917	0.999995	138	2	-0.34842	P_minus
B3GNT9	10	0.62207	0.67336	0.999995	191	1	-0.36608	P_minus
EXT2	11	0.097008	0.21868	0.999995	32	2	-0.40862	P_minus
ST8SIA1	10	0.16079	0.30459	0.999995	50	2	-0.43044	P_minus
SULT1C4	11	0.39519	0.54054	0.999995	123	2	-0.43471	P_minus
GALNT6	12	0.032981	0.10074	0.999995	19	4	-0.45021	P_minus
FUT9	12	0.38108	0.5407	0.999995	116	2	-0.45404	P_minus
FUT2	13	0.086575	0.21334	0.999995	29	4	-0.47625	P_minus
CHST3	13	0.45907	0.61333	0.999995	146	2	-0.49547	P_minus
CSGALNACT2	10	0.097385	0.20983	0.999995	33	3	-0.49551	P_minus
PIGM	10	0.45402	0.58993	0.999995	143	2	-0.52598	P_minus
UGT2B4	12	0.41166	0.5646	0.999995	130	2	-0.54196	P_minus
B3GALT4	11	0.40046	0.54533	0.999995	124	2	-0.54656	P_minus
GALC	13	0.091975	0.22363	0.999995	31	4	-0.5543	P_minus
MGAT2	12	0.5597	0.69239	0.999995	173	2	-0.56352	P_minus
HS6ST2	12	0.46071	0.60588	0.999995	147	2	-0.57231	P_minus
ST8SIA4	11	0.4302	0.57181	0.999995	135	2	-0.57268	P_minus
NAGLU	12	0.5317	0.66733	0.999995	164	1	-0.58948	P_minus
MAN2A1	13	0.16354	0.32949	0.999995	53	3	-0.59841	P_minus
COG2	11	0.082654	0.19774	0.999995	28	3	-0.6024	P_minus
HYAL4	14	0.17816	0.36015	0.999995	62	3	-0.62804	P_minus
HS3ST2	9	0.326	0.46036	0.999995	97	2	-0.64281	P_minus
PIGP	11	0.36115	0.51076	0.999995	112	2	-0.64962	P_minus
SLC35D2	10	0.67448	0.70471	0.999995	198	1	-0.64966	P_minus
UGT2B17	12	0.20588	0.37312	0.999995	72	3	-0.65773	P_minus
GALNT18	12	0.75375	0.78218	0.999995	217	1	-0.67321	P_minus
ST8SIA2	9	0.80752	0.80764	0.999995	240	0	-0.69861	P_minus
B3GALNT1	13	0.22649	0.40501	0.999995	76	3	-0.70896	P_minus
ST3GAL6	14	0.32731	0.52493	0.999995	98	3	-0.71644	P_minus
GLCE	12	0.7291	0.76817	0.999995	210	1	-0.73427	P_minus
LFNG	11	0.36143	0.51106	0.999995	113	1	-0.76843	P_minus
LAMP3	13	0.32063	0.5166	0.999995	94	2	-0.77476	P_minus
SLC35E4	12	0.38499	0.54394	0.999995	118	2	-0.78584	P_minus
IDS	9	0.82278	0.82278	0.999995	247	0	-0.79571	P_minus
HS3ST5	14	0.10473	0.25091	0.999995	39	4	-0.80404	P_minus
NPL	15	0.31172	0.51354	0.999995	89	3	-0.82315	P_minus
GALNT4	12	0.46399	0.60852	0.999995	149	2	-0.82628	P_minus
MAN2A2	12	0.75876	0.78516	0.999995	221	1	-0.85279	P_minus
HYAL1	14	0.33563	0.53441	0.999995	102	3	-0.85707	P_minus
UGDH	13	0.10016	0.23846	0.999995	35	2	-0.88314	P_minus
FUT1	12	0.51157	0.64984	0.999995	157	1	-0.88575	P_minus
CTBS	12	0.56558	0.69773	0.999995	175	2	-0.89609	P_minus
ST3GAL1	12	0.10015	0.2357	0.999995	34	3	-0.90138	P_minus
HYAL2	11	0.1157	0.24593	0.999995	41	2	-0.90326	P_minus
SLC35D1	10	0.33034	0.47276	0.999995	100	2	-0.90849	P_minus
NDST3	12	0.39082	0.54825	0.999995	122	1	-0.91109	P_minus
MGAT4B	11	0.44344	0.58355	0.999995	139	1	-0.91592	P_minus
GBGT1	13	0.66673	0.7565	0.999995	195	1	-0.91778	P_minus
ABO	10	0.019524	0.060951	0.999995	17	4	-0.92314	P_minus
B4GALNT4	12	0.74865	0.77936	0.999995	215	1	-0.92553	P_minus
MAN1B1	13	0.70943	0.77359	0.999995	208	1	-0.93072	P_minus
UGGT2	13	0.1954	0.36715	0.999995	69	3	-0.93547	P_minus
NAGK	11	0.90404	0.9039	0.999995	285	0	-0.94232	P_minus
GALNT14	12	0.73904	0.77349	0.999995	213	1	-0.95513	P_minus
GALNT8	10	0.76295	0.76669	0.999995	224	1	-0.9691	P_minus
UGT1A1	6	0.35887	0.41613	0.999995	110	1	-0.97294	P_minus
ARSD	12	0.18892	0.3516	0.999995	66	3	-0.98715	P_minus
RFNG	11	0.33496	0.48905	0.999995	101	2	-0.99403	P_minus
B3GALT2	11	0.11845	0.24968	0.999995	42	2	-0.99499	P_minus
HYAL3	12	0.81265	0.82049	0.999995	243	1	-0.99735	P_minus
MFNG	12	0.50202	0.64132	0.999995	154	1	-1.0101	P_minus
ARSB	12	0.37715	0.53746	0.999995	115	1	-1.0109	P_minus
B4GALNT2	14	0.34917	0.54926	0.999995	106	3	-1.0183	P_minus
MANBA	9	0.54073	0.60792	0.999995	166	1	-1.0226	P_minus
HS6ST3	12	0.41547	0.56762	0.999995	132	1	-1.0325	P_minus
GALT	11	0.80317	0.80652	0.999995	238	1	-1.045	P_minus
GAL3ST1	11	0.44412	0.5843	0.999995	140	2	-1.0487	P_minus
SGSH	12	0.19775	0.36236	0.999995	70	3	-1.0503	P_minus
UGGT1	12	0.92561	0.92573	0.999995	293	0	-1.0519	P_minus
CHSY1	12	0.94329	0.94361	0.999995	305	0	-1.0543	P_minus
NEU1	12	0.95584	0.95606	0.999995	312	0	-1.0808	P_minus
PIGC	14	0.12452	0.28371	0.999995	44	4	-1.0917	P_minus
ST6GALNAC6	13	0.40126	0.57171	0.999995	125	2	-1.097	P_minus
B4GALT6	11	0.38694	0.53333	0.999995	120	1	-1.1011	P_minus
GYLTL1B	12	0.17262	0.3306	0.999995	58	3	-1.1027	P_minus
POMGNT1	11	0.17273	0.32639	0.999995	59	3	-1.1089	P_minus
CHST12	12	0.52034	0.65731	0.999995	161	2	-1.1161	P_minus
GAL3ST3	15	0.31734	0.51918	0.999995	91	2	-1.1187	P_minus
B3GALNT2	10	0.63456	0.68033	0.999995	193	1	-1.1635	P_minus
B3GNT4	14	0.33875	0.53773	0.999995	103	3	-1.1762	P_minus
CHST4	13	0.82426	0.83491	0.999995	248	1	-1.1809	P_minus
POGLUT1	13	0.54496	0.68067	0.999995	168	2	-1.1823	P_minus
ST8SIA3	10	0.31948	0.46287	0.999995	92	2	-1.1959	P_minus
GLA	11	0.47551	0.61229	0.999995	151	2	-1.1986	P_minus
ALG10B	12	0.70718	0.75692	0.999995	206	1	-1.2034	P_minus
HPSE2	10	0.97504	0.97465	0.999995	316	0	-1.2095	P_minus
PAPSS2	12	0.41174	0.56469	0.999995	131	2	-1.2116	P_minus
HEXB	11	0.19215	0.35265	0.999995	67	2	-1.2323	P_minus
B4GALT3	13	0.59889	0.72481	0.999995	185	1	-1.2353	P_minus
FUT3	12	0.38888	0.54679	0.999995	121	1	-1.2365	P_minus
PMM1	10	0.20407	0.35931	0.999995	71	2	-1.2366	P_minus
ACER2	8	0.10641	0.21599	0.999995	40	2	-1.2493	P_minus
ARSA	11	0.32026	0.47647	0.999995	93	2	-1.255	P_minus
XXYLT1	11	0.75913	0.77306	0.999995	222	1	-1.2591	P_minus
ARSE	12	0.82535	0.83009	0.999995	249	1	-1.2762	P_minus
SLC35B3	11	0.14618	0.28807	0.999995	48	3	-1.3007	P_minus
GCNT4	9	0.16089	0.29754	0.999995	51	2	-1.3134	P_minus
FPGT	11	0.88098	0.88079	0.999995	274	0	-1.3141	P_minus
B3GALT1	12	0.042858	0.12179	0.999995	21	4	-1.3349	P_minus
LARGE	12	0.16025	0.31401	0.999995	49	3	-1.3391	P_minus
CHST15	12	0.18575	0.34738	0.999995	64	3	-1.3464	P_minus
SLC35E3	12	0.14403	0.29342	0.999995	47	3	-1.3518	P_minus
B3GAT3	10	0.16671	0.31324	0.999995	55	2	-1.3688	P_minus
SLC35B4	14	0.62039	0.74276	0.999995	189	2	-1.3969	P_minus
CHST5	14	0.69844	0.78528	0.999995	204	1	-1.4043	P_minus
B4GALT1	11	0.16368	0.31322	0.999995	54	2	-1.4062	P_minus
HEXA	10	0.1612	0.30515	0.999995	52	3	-1.4121	P_minus
POFUT1	14	0.80112	0.83054	0.999995	237	1	-1.4178	P_minus
GAA	12	0.77008	0.79169	0.999995	226	1	-1.4255	P_minus
DSEL	13	0.43647	0.5965	0.999995	137	2	-1.4416	P_minus
PIGB	10	0.79849	0.79778	0.999995	234	1	-1.4492	P_minus
PIGH	11	0.89756	0.89736	0.999995	283	0	-1.4646	P_minus
FUT8	13	0.98114	0.98156	0.999995	321	0	-1.4655	P_minus
NAAA	12	0.058373	0.15426	0.999995	24	4	-1.4688	P_minus
GALNT1	13	0.85465	0.8572	0.999995	263	1	-1.4706	P_minus
ST8SIA6	12	0.93311	0.93338	0.999995	300	0	-1.4777	P_minus
KHK	11	0.50315	0.63788	0.999995	156	2	-1.4778	P_minus
CHST11	13	0.25875	0.44285	0.999995	85	3	-1.4867	P_minus
ASAH1	11	0.86963	0.86984	0.999995	268	0	-1.4921	P_minus
HAS2	12	0.22578	0.39813	0.999995	75	3	-1.4975	P_minus
B4GALT2	10	0.43236	0.56831	0.999995	136	2	-1.4985	P_minus
MGEA5	12	0.45522	0.60103	0.999995	144	2	-1.5087	P_minus
HS3ST6	9	0.80909	0.80913	0.999995	241	0	-1.5286	P_minus
ARSF	12	0.94038	0.94059	0.999995	303	0	-1.5302	P_minus
PIGA	15	0.905	0.90638	0.999995	286	1	-1.5334	P_minus
COG6	11	0.93147	0.93086	0.999995	299	0	-1.5485	P_minus
STS	11	0.17524	0.33	0.999995	61	3	-1.5637	P_minus
GALNT15	9	0.89196	0.8916	0.999995	278	0	-1.5716	P_minus
UGT1A5	8	0.85126	0.85291	0.999995	261	0	-1.5746	P_minus
HS3ST4	13	0.46612	0.61872	0.999995	150	2	-1.578	P_minus
SULT1C2	12	0.54813	0.68157	0.999995	169	1	-1.579	P_minus
POMGNT2	12	0.67938	0.74402	0.999995	201	1	-1.5908	P_minus
CHST10	11	0.16955	0.32164	0.999995	56	3	-1.5924	P_minus
NEU3	11	0.89216	0.89161	0.999995	279	0	-1.5927	P_minus
CTNS	12	0.89558	0.89606	0.999995	281	0	-1.6076	P_minus
B3GNT6	13	0.2404	0.42176	0.999995	81	3	-1.6146	P_minus
B4GALT7	12	0.4207	0.57199	0.999995	133	2	-1.6249	P_minus
ST3GAL5	12	0.40986	0.56317	0.999995	129	2	-1.6258	P_minus
CHST8	15	0.23722	0.43637	0.999995	78	3	-1.6278	P_minus
EXTL2	12	0.91323	0.91342	0.999995	289	0	-1.6355	P_minus
SLC35A3	10	0.94809	0.94725	0.999995	308	0	-1.6408	P_minus
HK3	12	0.49879	0.63851	0.999995	153	1	-1.6411	P_minus
PIGQ	12	0.24189	0.41864	0.999995	82	3	-1.6594	P_minus
UGT1A3	7	0.25744	0.37478	0.999995	84	2	-1.6662	P_minus
UGT8	14	0.21824	0.40495	0.999995	73	2	-1.6873	P_minus
B4GALNT3	12	0.85837	0.85941	0.999995	264	1	-1.7154	P_minus
SULT1A3	10	0.86837	0.86781	0.999995	267	0	-1.7168	P_minus
FUT10	10	0.79303	0.79238	0.999995	232	1	-1.7246	P_minus
TPST1	12	0.85321	0.85425	0.999995	262	1	-1.7267	P_minus
HAS3	14	0.97715	0.97649	0.999995	318	0	-1.7268	P_minus
UGT1A10	11	0.83977	0.83973	0.999995	256	0	-1.7312	P_minus
MOGS	13	0.17112	0.33795	0.999995	57	2	-1.734	P_minus
ST3GAL2	13	0.40983	0.57775	0.999995	128	2	-1.736	P_minus
UGT1A9	6	0.10457	0.18148	0.999995	37	2	-1.7407	P_minus
SLC35C2	9	0.8117	0.81181	0.999995	242	0	-1.7451	P_minus
LCT	10	0.90213	0.90135	0.999995	284	0	-1.7566	P_minus
ALG5	11	0.45738	0.59597	0.999995	145	2	-1.757	P_minus
B3GNT5	9	0.40143	0.53816	0.999995	126	1	-1.7752	P_minus
SLC35A2	8	0.25356	0.3751	0.999995	83	2	-1.7942	P_minus
UXS1	12	0.37503	0.536	0.999995	114	2	-1.7948	P_minus
A4GALT	11	0.50217	0.63704	0.999995	155	2	-1.8032	P_minus
GALNS	11	0.73432	0.75655	0.999995	212	1	-1.8108	P_minus
GM2A	10	0.353	0.49398	0.999995	108	2	-1.8134	P_minus
CSGALNACT1	13	0.99026	0.99035	0.999995	334	0	-1.8156	P_minus
ST8SIA5	11	0.79605	0.80036	0.999995	233	1	-1.818	P_minus
GNS	11	0.83871	0.8389	0.999995	255	1	-1.8266	P_minus
SLC35F3	13	0.88692	0.8866	0.999995	277	0	-1.8269	P_minus
SLC35F5	13	0.78251	0.80941	0.999995	230	1	-1.8355	P_minus
AGA	11	0.6113	0.69101	0.999995	187	1	-1.8525	P_minus
ST6GALNAC3	12	0.81526	0.82234	0.999995	245	1	-1.8586	P_minus
B3GAT1	11	0.78111	0.7886	0.999995	229	1	-1.859	P_minus
MAN1A1	11	0.34935	0.5009	0.999995	107	2	-1.875	P_minus
GALK1	12	0.56656	0.69867	0.999995	176	2	-1.8782	P_minus
COG5	14	0.92956	0.92864	0.999995	296	0	-1.8857	P_minus
HS6ST1	12	0.87148	0.87235	0.999995	269	0	-1.9117	P_minus
CHST1	13	0.97737	0.97765	0.999995	319	0	-1.9143	P_minus
GALNT5	11	0.56132	0.6696	0.999995	174	1	-1.922	P_minus
ST6GALNAC5	13	0.65085	0.7508	0.999995	194	1	-1.9338	P_minus
LAMP2	13	0.87872	0.87861	0.999995	272	1	-1.9395	P_minus
DPM2	10	0.59705	0.66032	0.999995	184	1	-1.9515	P_minus
FUCA1	11	0.13342	0.27042	0.999995	45	2	-1.957	P_minus
GALNT13	12	0.26752	0.45131	0.999995	86	2	-1.9639	P_minus
HS3ST1	11	0.30081	0.46022	0.999995	88	2	-1.9737	P_minus
CHST13	14	0.33996	0.5391	0.999995	104	2	-1.9761	P_minus
UGT1A4	6	0.86149	0.86024	0.999995	265	0	-1.9972	P_minus
GUSB	13	0.19227	0.36342	0.999995	68	3	-2.0302	P_minus
B4GALNT1	10	0.73212	0.74348	0.999995	211	1	-2.0369	P_minus
IDUA	12	0.67506	0.74216	0.999995	199	1	-2.0442	P_minus
UGT1A6	6	0.80514	0.80389	0.999995	239	0	-2.0458	P_minus
HS2ST1	12	0.35417	0.51955	0.999995	109	2	-2.0505	P_minus
GMPPA	11	0.9188	0.91886	0.999995	291	0	-2.0556	P_minus
SMPD1	13	0.75434	0.79452	0.999995	218	1	-2.0661	P_minus
UST	13	0.42442	0.58796	0.999995	134	2	-2.0765	P_minus
GCNT3	13	0.88151	0.88121	0.999995	275	1	-2.0809	P_minus
GALNT3	11	0.69417	0.73246	0.999995	203	1	-2.1195	P_minus
NDST4	10	0.75015	0.75685	0.999995	216	1	-2.1544	P_minus
CTSA	11	0.587	0.68028	0.999995	182	1	-2.1548	P_minus
GALNT10	13	0.061431	0.16482	0.999995	26	4	-2.1667	P_minus
ALG8	12	0.92701	0.92719	0.999995	294	0	-2.1693	P_minus
CHST7	10	0.35988	0.50042	0.999995	111	2	-2.1747	P_minus
CHST9	11	0.57434	0.67528	0.999995	177	1	-2.1762	P_minus
LIPA	14	0.078574	0.2036	0.999995	27	4	-2.1821	P_minus
XYLT1	12	0.8864	0.88704	0.999995	276	0	-2.1903	P_minus
GALNT7	11	0.95713	0.95716	0.999995	314	0	-2.1965	P_minus
SLC35F4	10	0.58341	0.65356	0.999995	179	1	-2.201	P_minus
CHPF	14	0.51487	0.66515	0.999995	159	1	-2.2255	P_minus
CHST6	10	0.67816	0.70717	0.999995	200	1	-2.2259	P_minus
UGT2A1	11	0.98643	0.98652	0.999995	328	0	-2.2391	P_minus
NEU4	12	0.40484	0.55966	0.999995	127	2	-2.2465	P_minus
ST6GALNAC2	11	0.95298	0.95278	0.999995	310	0	-2.2512	P_minus
GALNT2	12	0.84734	0.84919	0.999995	260	1	-2.2704	P_minus
GALK2	10	0.38625	0.52454	0.999995	119	2	-2.2755	P_minus
HAS1	13	0.10312	0.2441	0.999995	36	3	-2.2797	P_minus
RENBP	11	0.55468	0.66691	0.999995	172	1	-2.2849	P_minus
GFPT2	11	0.187	0.34577	0.999995	65	2	-2.3142	P_minus
GNPDA1	11	0.32135	0.4773	0.999995	95	2	-2.3227	P_minus
A4GNT	12	0.83436	0.8379	0.999995	253	1	-2.3286	P_minus
MGAT5B	10	0.75734	0.76221	0.999995	220	1	-2.337	P_minus
STT3B	12	0.99228	0.99239	0.999995	337	0	-2.3377	P_minus
HS3ST3A1	10	0.98561	0.98538	0.999995	327	0	-2.3397	P_minus
GALNT9	12	0.38304	0.54231	0.999995	117	1	-2.3551	P_minus
B3GALT5	10	0.62101	0.67277	0.999995	190	1	-2.3589	P_minus
GANAB	12	0.93025	0.93053	0.999995	298	0	-2.3827	P_minus
GLB1	11	0.32526	0.48066	0.999995	96	1	-2.3858	P_minus
ALG3	13	0.987	0.98721	0.999995	331	0	-2.4019	P_minus
UAP1	11	0.82719	0.82744	0.999995	250	1	-2.4109	P_minus
FUT4	14	0.93537	0.93478	0.999995	302	0	-2.4274	P_minus
ST6GAL2	11	0.89579	0.89547	0.999995	282	0	-2.4571	P_minus
POFUT2	14	0.58439	0.71582	0.999995	181	2	-2.4576	P_minus
NEU2	12	0.52549	0.66184	0.999995	162	2	-2.4655	P_minus
EOGT	14	0.58419	0.71569	0.999995	180	1	-2.4669	P_minus
POMT1	12	0.22831	0.40103	0.999995	77	3	-2.4881	P_minus
MAN1C1	12	0.91126	0.91113	0.999995	287	0	-2.4959	P_minus
COG1	11	0.92899	0.92846	0.999995	295	0	-2.5058	P_minus
EXT1	12	0.57805	0.70345	0.999995	178	1	-2.5153	P_minus
GALNT16	13	0.70088	0.76993	0.999995	205	1	-2.5225	P_minus
GAL3ST4	12	0.84069	0.8436	0.999995	257	1	-2.527	P_minus
FUT5	11	0.79932	0.80305	0.999995	235	1	-2.5285	P_minus
ST6GALNAC1	12	0.8278	0.83226	0.999995	251	1	-2.5461	P_minus
CHST14	12	0.54979	0.68317	0.999995	170	2	-2.5508	P_minus
SLC35D3	9	0.58969	0.63475	0.999995	183	1	-2.5588	P_minus
HS3ST3B1	12	0.94732	0.94752	0.999995	307	0	-2.5609	P_minus
B3GAT2	12	0.95388	0.95427	0.999995	311	0	-2.5619	P_minus
NAGA	13	0.45061	0.60668	0.999995	141	1	-2.5728	P_minus
XYLT2	10	0.76981	0.7721	0.999995	225	1	-2.5963	P_minus
UGT2B10	6	0.67981	0.67826	0.999995	202	0	-2.6094	P_minus
NDST1	11	0.95263	0.95234	0.999995	309	0	-2.6146	P_minus
NDST2	13	0.81683	0.82986	0.999995	246	1	-2.6169	P_minus
GALNT12	8	0.06009	0.13614	0.999995	25	2	-2.6304	P_minus
B3GNT8	12	0.53874	0.67312	0.999995	165	2	-2.6479	P_minus
FUT11	10	0.89334	0.89295	0.999995	280	0	-2.6772	P_minus
ALG10	12	0.54277	0.67686	0.999995	167	2	-2.6849	P_minus
SULF2	12	0.24018	0.41658	0.999995	80	3	-2.6935	P_minus
B3GNT7	11	0.99748	0.99752	0.999995	341	0	-2.6941	P_minus
B3GNT2	11	0.71085	0.74207	0.999995	209	1	-2.7195	P_minus
DPM3	9	0.91294	0.91316	0.999995	288	0	-2.7239	P_minus
MAN2B1	11	0.99661	0.99671	0.999995	340	0	-2.7861	P_minus
HPSE	11	0.6726	0.72101	0.999995	197	1	-2.7908	P_minus
SLC35A5	10	0.23958	0.39036	0.999995	79	1	-2.8334	P_minus
SLC35F2	13	0.91452	0.91491	0.999995	290	0	-2.863	P_minus
PGM1	13	0.6039	0.72899	0.999995	186	2	-2.8851	P_minus
SULT1A2	14	0.51349	0.66422	0.999995	158	2	-2.907	P_minus
COG7	11	0.99925	0.99917	0.999995	344	0	-2.9288	P_minus
HK1	10	0.32779	0.47052	0.999995	99	1	-2.9559	P_minus
GMPPB	10	0.93516	0.93443	0.999995	301	0	-2.9575	P_minus
PPBP	10	0.27798	0.4257	0.999995	87	2	-2.9592	P_minus
ALG11	11	0.7797	0.7876	0.999995	228	1	-2.9719	P_minus
SLC35F1	10	0.8716	0.87121	0.999995	270	0	-2.9724	P_minus
B3GALT6	11	0.87437	0.8746	0.999995	271	0	-2.9786	P_minus
CMAHP	10	0.086925	0.19348	0.999995	30	3	-2.9874	P_minus
LAMP1	14	0.61455	0.73826	0.999995	188	1	-2.9958	P_minus
CHST2	12	0.74519	0.7774	0.999995	214	1	-3.0327	P_minus
GBA	10	0.7849	0.78508	0.999995	231	1	-3.0708	P_minus
ALG13	7	0.81379	0.81362	0.999995	244	0	-3.0731	P_minus
FUT6	10	0.87938	0.87902	0.999995	273	0	-3.1545	P_minus
GCNT2	12	0.98477	0.98491	0.999995	324	0	-3.1893	P_minus
SULT1C3	10	0.84501	0.84486	0.999995	258	0	-3.1982	P_minus
DPM1	12	0.98554	0.98567	0.999995	326	0	-3.2088	P_minus
UGCG	11	0.996	0.99608	0.999995	339	0	-3.2394	P_minus
SULF1	12	0.70915	0.7579	0.999995	207	1	-3.3097	P_minus
GALNT17	10	0.75449	0.76017	0.999995	219	1	-3.3929	P_minus
SLC35A4	12	0.77166	0.7927	0.999995	227	1	-3.4035	P_minus
MGAT1	10	0.98668	0.98628	0.999995	329	0	-3.4271	P_minus
COG3	13	0.92204	0.92238	0.999995	292	0	-3.4542	P_minus
ALG9	15	0.98723	0.98787	0.999995	333	0	-3.4869	P_minus
MGAT3	11	0.94062	0.9404	0.999995	304	0	-3.584	P_minus
ALG6	10	0.83326	0.83302	0.999995	252	0	-3.6045	P_minus
RPN1	11	0.9903	0.99034	0.999995	335	0	-3.6334	P_minus
ALG12	11	0.93024	0.92969	0.999995	297	0	-3.6555	P_minus
EXTL1	12	0.0042137	0.019015	0.412392	16	3	-3.6784	P_minus
RPN2	10	0.52978	0.62851	0.999995	163	1	-3.7203	P_minus
GALNT11	11	0.94416	0.94397	0.999995	306	0	-3.7224	P_minus
CHPF2	12	0.84679	0.84877	0.999995	259	1	-3.7679	P_minus
STT3A	10	0.86337	0.86293	0.999995	266	0	-3.8434	P_minus
SLC35E1	11	0.83495	0.83485	0.999995	254	1	-3.8801	P_minus
GNPNAT1	8	0.75968	0.76202	0.999995	223	0	-3.9105	P_minus
GNB1	12	0.9845	0.9846	0.999995	323	0	-3.9572	P_minus
SLC35B1	9	0.98703	0.98737	0.999995	332	0	-4.0359	P_minus
UGT1A8	7	0.51725	0.54638	0.999995	160	1	-4.1205	P_minus
GFPT1	10	0.99156	0.99136	0.999995	336	0	-4.1321	P_minus
ALG14	12	0.9981	0.99818	0.999995	343	0	-4.2571	P_minus
COG8	12	0.9708	0.97057	0.999995	315	0	-4.3389	P_minus
DAD1	7	0.97558	0.97582	0.999995	317	0	-4.4287	P_minus
OGT	10	0.98076	0.98038	0.999995	320	0	-4.4628	P_minus
MAN1A2	12	0.98686	0.98705	0.999995	330	0	-4.4632	P_minus
GAL3ST2	11	0.45158	0.59113	0.999995	142	1	-4.4675	P_minus
MPI	12	0.62514	0.72079	0.999995	192	1	-4.5207	P_minus
ALG2	12	0.99257	0.99268	0.999995	338	0	-4.5397	P_minus
ST3GAL3	8	0.48353	0.55253	0.999995	152	1	-4.5558	P_minus
POMT2	11	0.552	0.66601	0.999995	171	1	-4.6371	P_minus
DPAGT1	12	0.46378	0.60838	0.999995	148	1	-4.6478	P_minus
ALG1	11	0.98515	0.98522	0.999995	325	0	-4.7677	P_minus
GNB2L1	12	0.98297	0.98293	0.999995	322	0	-4.7827	P_minus
ASAH2	11	0.2193	0.38981	0.999995	74	2	-4.8073	P_minus
GALE	12	0.31318	0.48852	0.999995	90	1	-4.9097	P_minus
DDOST	10	0.99956	0.99948	0.999995	345	0	-4.9631	P_minus
B4GALT5	11	0.99991	0.99997	0.999995	346	0	-5.2544	P_minus
UGP2	13	0.7996	0.81901	0.999995	236	1	-5.334	P_minus
COG4	9	0.99753	0.99766	0.999995	342	0	-5.3751	P_minus
PMM2	11	0.95633	0.95627	0.999995	313	0	-5.6318	P_minus
GPI	11	1	1	0.999995	347	0	-6.0163	P_minus
MGAT2	12	2.5005e-24	4.9687e-06	0.000575	1	12	5.7225	PHAL_minus
MGAT5	12	9.9005e-24	4.9687e-06	0.000575	2	12	5.1102	PHAL_minus
MGAT1	10	1.0324e-11	4.9687e-06	0.000575	3	10	2.7949	PHAL_minus
MAN1A2	12	0.10656	0.21646	0.994732	58	3	0.25056	PHAL_minus
SLC35A1	10	0.31886	0.41968	0.994732	134	1	0.051951	PHAL_minus
NANS	11	0.072229	0.15695	0.994732	39	3	-0.070293	PHAL_minus
UGT1A4	6	0.07954	0.13315	0.994732	45	2	-0.2174	PHAL_minus
ST3GAL4	12	0.098417	0.20296	0.994732	55	3	-0.30433	PHAL_minus
PIGB	10	0.0074755	0.023686	0.994732	8	4	-0.37223	PHAL_minus
C1GALT1C1	10	0.69073	0.69115	0.994732	221	0	-0.41001	PHAL_minus
GALNT14	12	0.00095958	0.0044669	0.3875	4	5	-0.42632	PHAL_minus
CMAS	9	0.70767	0.7078	0.994732	229	0	-0.4836	PHAL_minus
FUT7	14	0.037164	0.10329	0.994732	23	4	-0.58822	PHAL_minus
GNE	11	0.16596	0.27519	0.994732	80	1	-0.6824	PHAL_minus
SLC35C1	11	0.7482	0.74763	0.994732	239	0	-0.966	PHAL_minus
C1GALT1	15	0.19025	0.34638	0.994732	93	3	-1.1146	PHAL_minus
GMDS	10	0.53235	0.55165	0.994732	174	1	-1.1721	PHAL_minus
PIGH	11	0.097446	0.2011	0.994732	54	3	-1.1894	PHAL_minus
IDS	9	0.033793	0.081015	0.994732	21	2	-1.344	PHAL_minus
UGT1A1	6	0.013959	0.035949	0.994732	13	3	-1.4054	PHAL_minus
ACER2	8	0.52312	0.52845	0.994732	170	1	-1.6172	PHAL_minus
UGT1A6	6	0.66049	0.65918	0.994732	212	0	-1.6898	PHAL_minus
MGAT4A	12	0.057895	0.13409	0.994732	32	3	-1.7305	PHAL_minus
PIGA	15	0.13676	0.2685	0.994732	72	2	-1.7531	PHAL_minus
MAN2A1	13	0.0018809	0.0082828	0.479023	6	5	-1.8489	PHAL_minus
HPSE2	10	0.093484	0.18341	0.994732	51	2	-1.9174	PHAL_minus
ARSD	12	0.7042	0.70546	0.994732	227	1	-2.0109	PHAL_minus
ST8SIA3	10	0.15853	0.25667	0.994732	76	2	-2.0961	PHAL_minus
GCNT1	11	0.24729	0.36411	0.994732	107	1	-2.1042	PHAL_minus
UGT1A9	6	0.48654	0.48611	0.994732	163	0	-2.178	PHAL_minus
NDST4	10	0.60701	0.61055	0.994732	191	1	-2.2439	PHAL_minus
MAN2A2	12	0.016615	0.050845	0.994732	15	3	-2.2942	PHAL_minus
TSTA3	14	0.62181	0.6596	0.994732	199	1	-2.3692	PHAL_minus
POMGNT1	11	0.1174	0.22333	0.994732	65	2	-2.4118	PHAL_minus
